Sort,Planted,index,NIR_plate,experiment code,note1,Culture Number,Genotype,Isolate,NIR_plate_kernels,kernels,Positions,indexed,Seed treatment 1,Seed treatment 2,Date planted,Time watered,Base Soil Type,Honeycomb media,Rack,camera,Tray Position,Emergence Temperature,Date Transfer to emergence temperature,Time Transfer to 24C,Date time,initial picture date,initial picture time,Date Time,image capture interval (min),images captured,Time Between Transfer and first Picture (hrs),iplant directory,Colaborator,Handscored,HandScore_Location,ForImageProcessing,ForImageProcessing_Note,
76,no,20160629_tray2,,NAM parents,,15A-6193,Ms71,Ms71,NA,42,A07:G12,no,10C ,non-primed,20170629,11:00,SunGro MM 930 Rsi,Playground Sand,1,2,distal,24,20170704,14:35,7/4/2017 14:35,20170705,15:53,7/5/2017 15:53,30,250,25.3,/iplant/home/jgustin/20160705_Camera2,NA,no,,no,NA,
77,no,20160629_tray3,,NAM parents,,15A-6206,NC350,NC350,NA,42,A01:G06,no,10C ,primed; microcell,20170629,11:00,SunGro MM 930 Rsi,Playground Sand,1,4,proximal,24,20170704,14:35,7/4/2017 14:35,20170705,15:53,7/5/2017 15:53,30,250,25.3,/iplant/home/jgustin/20160705_Camera4,NA,no,,no,NA,
78,no,20160629_tray3,,NAM parents,,15A-6206,NC350,NC350,NA,42,A07:G12,no,10C ,non-primed,20170629,11:00,SunGro MM 930 Rsi,Playground Sand,1,4,proximal,24,20170704,14:35,7/4/2017 14:35,20170705,15:53,7/5/2017 15:53,30,250,25.3,/iplant/home/jgustin/20160705_Camera4,NA,no,,no,NA,
79,no,20160629_tray4,,NAM parents,,15A-6199,NC358,NC358,NA,42,A01:G06,no,10C ,primed; microcell,20170629,11:00,SunGro MM 930 Rsi,Playground Sand,1,4,distal,24,20170704,14:35,7/4/2017 14:35,20170705,15:53,7/5/2017 15:53,30,250,25.3,/iplant/home/jgustin/20160705_Camera4,NA,no,,no,NA,
80,no,20160629_tray4,,NAM parents,,15A-6199,NC358,NC358,NA,42,A07:G12,no,10C ,non-primed,20170629,11:00,SunGro MM 930 Rsi,Playground Sand,1,4,distal,24,20170704,14:35,7/4/2017 14:35,20170705,15:53,7/5/2017 15:53,30,250,25.3,/iplant/home/jgustin/20160705_Camera4,NA,no,,no,NA,
81,no,20160629_tray5,,NAM parents,,15A-6204,Oh7B,Oh7B,NA,42,A01:G06,no,10C ,primed; microcell,20170629,11:00,SunGro MM 930 Rsi,Playground Sand,1,6,proximal,24,20170704,14:35,7/4/2017 14:35,20170705,15:53,7/5/2017 15:53,30,250,25.3,/iplant/home/jgustin/20160705_Camera6,NA,no,,no,NA,
82,no,20160629_tray5,,NAM parents,,15A-6204,Oh7B,Oh7B,NA,42,A07:G12,no,10C ,non-primed,20170629,11:00,SunGro MM 930 Rsi,Playground Sand,1,6,proximal,24,20170704,14:35,7/4/2017 14:35,20170705,15:53,7/5/2017 15:53,30,250,25.3,/iplant/home/jgustin/20160705_Camera6,NA,no,,no,NA,
83,no,20160629_tray6,,NAM parents,,15A-6188,Oh43,Oh43,NA,42,A01:G06,no,10C ,primed; microcell,20170629,11:00,SunGro MM 930 Rsi,Playground Sand,1,6,distal,24,20170704,14:35,7/4/2017 14:35,20170705,15:53,7/5/2017 15:53,30,250,25.3,/iplant/home/jgustin/20160705_Camera6,NA,no,,no,NA,
84,no,20160629_tray6,,NAM parents,,15A-6188,Oh43,Oh43,NA,42,A07:G12,no,10C ,non-primed,20170629,11:00,SunGro MM 930 Rsi,Playground Sand,1,6,distal,24,20170704,14:35,7/4/2017 14:35,20170705,15:53,7/5/2017 15:53,30,250,25.3,/iplant/home/jgustin/20160705_Camera6,NA,no,,no,NA,
85,no,20160704_tray1,,NAM parents,,15A-6207,Mo18W,Mo18W,NA,42,A01:G06,no,24C,non-primed,20170704,14:15,SunGro MM 930 Rsi,Playground Sand,1,1,proximal,24,20170704,14:35,7/4/2017 14:35,20170705,15:53,7/5/2017 15:53,30,250,25.3,/iplant/home/jgustin/20160705_Camera1,NA,no,,no,NA,
86,no,20160704_tray1,,NAM parents,,15A-6207,Mo18W,Mo18W,NA,42,A07:G12,no,24C,primed; microcell,20170704,14:15,SunGro MM 930 Rsi,Playground Sand,1,1,proximal,24,20170704,14:35,7/4/2017 14:35,20170705,15:53,7/5/2017 15:53,30,250,25.3,/iplant/home/jgustin/20160705_Camera1,NA,no,,no,NA,
87,no,20160704_tray2,,NAM parents,,15A-6193,Ms71,Ms71,NA,42,A01:G06,no,24C,non-primed,20170704,14:15,SunGro MM 930 Rsi,Playground Sand,1,1,distal,24,20170704,14:35,7/4/2017 14:35,20170705,15:53,7/5/2017 15:53,30,250,25.3,/iplant/home/jgustin/20160705_Camera1,NA,no,,no,NA,
88,no,20160704_tray2,,NAM parents,,15A-6193,Ms71,Ms71,NA,42,A07:G12,no,24C,primed; microcell,20170704,14:15,SunGro MM 930 Rsi,Playground Sand,1,1,distal,24,20170704,14:35,7/4/2017 14:35,20170705,15:53,7/5/2017 15:53,30,250,25.3,/iplant/home/jgustin/20160705_Camera1,NA,no,,no,NA,
89,no,20160704_tray3,,NAM parents,,15A-6206,NC350,NC350,NA,42,A01:G06,no,24C,non-primed,20170704,14:15,SunGro MM 930 Rsi,Playground Sand,1,3,proximal,24,20170704,14:35,7/4/2017 14:35,20170705,15:53,7/5/2017 15:53,30,250,25.3,/iplant/home/jgustin/20160705_Camera3,NA,no,,no,NA,
90,no,20160704_tray3,,NAM parents,,15A-6206,NC350,NC350,NA,42,A07:G12,no,24C,primed; microcell,20170704,14:15,SunGro MM 930 Rsi,Playground Sand,1,3,proximal,24,20170704,14:35,7/4/2017 14:35,20170705,15:53,7/5/2017 15:53,30,250,25.3,/iplant/home/jgustin/20160705_Camera3,NA,no,,no,NA,
91,no,20160704_tray4,,NAM parents,,15A-6199,NC358,NC358,NA,42,A01:G06,no,24C,non-primed,20170704,14:15,SunGro MM 930 Rsi,Playground Sand,1,3,distal,24,20170704,14:35,7/4/2017 14:35,20170705,15:53,7/5/2017 15:53,30,250,25.3,/iplant/home/jgustin/20160705_Camera3,NA,no,,no,NA,
92,no,20160704_tray4,,NAM parents,,15A-6199,NC358,NC358,NA,42,A07:G12,no,24C,primed; microcell,20170704,14:15,SunGro MM 930 Rsi,Playground Sand,1,3,distal,24,20170704,14:35,7/4/2017 14:35,20170705,15:53,7/5/2017 15:53,30,250,25.3,/iplant/home/jgustin/20160705_Camera3,NA,no,,no,NA,
93,no,20160704_tray5,,NAM parents,,15A-6204,Oh7B,Oh7B,NA,42,A01:G06,no,24C,non-primed,20170704,14:15,SunGro MM 930 Rsi,Playground Sand,1,5,proximal,24,20170704,14:35,7/4/2017 14:35,20170705,15:53,7/5/2017 15:53,30,250,25.3,/iplant/home/jgustin/20160705_Camera5,NA,no,,no,NA,
94,no,20160704_tray5,,NAM parents,,15A-6204,Oh7B,Oh7B,NA,42,A07:G12,no,24C,primed; microcell,20170704,14:15,SunGro MM 930 Rsi,Playground Sand,1,5,proximal,24,20170704,14:35,7/4/2017 14:35,20170705,15:53,7/5/2017 15:53,30,250,25.3,/iplant/home/jgustin/20160705_Camera5,NA,no,,no,NA,
95,no,20160704_tray6,,NAM parents,,15A-6188,Oh43,Oh43,NA,42,A01:G06,no,24C,non-primed,20170704,14:15,SunGro MM 930 Rsi,Playground Sand,1,5,distal,24,20170704,14:35,7/4/2017 14:35,20170705,15:53,7/5/2017 15:53,30,250,25.3,/iplant/home/jgustin/20160705_Camera5,NA,no,,no,NA,
96,no,20160704_tray6,,NAM parents,,15A-6188,Oh43,Oh43,NA,42,A07:G12,no,24C,primed; microcell,20170704,14:15,SunGro MM 930 Rsi,Playground Sand,1,5,distal,24,20170704,14:35,7/4/2017 14:35,20170705,15:53,7/5/2017 15:53,30,250,25.3,/iplant/home/jgustin/20160705_Camera5,NA,no,,no,NA,
97,no,20160707_tray1,,NAM parents,,15A-6186,P39,P39,NA,42,A01:G06,no,10C ,non-primed,20170706,14:20,SunGro MM 930 Rsi,Playground Sand,1,4,proximal,24,20170711,15:00,7/11/2017 15:00,20170713,9:50,7/13/2017 9:50,30,250,42.83,/iplant/home/jgustin/20160705_Camera4,NA,no,,no,NA,
98,no,20160707_tray1,,NAM parents,,15A-6186,P39,P39,NA,42,A07:G12,no,10C ,primed; microcell,20170706,14:20,SunGro MM 930 Rsi,Playground Sand,1,4,proximal,24,20170711,15:00,7/11/2017 15:00,20170713,9:50,7/13/2017 9:50,30,250,42.83,/iplant/home/jgustin/20160705_Camera4,NA,no,,no,NA,
99,no,20160707_tray2,,NAM parents,,15A-6211,Tx303,Tx303,NA,42,A01:G06,no,10C ,non-primed,20170706,14:20,SunGro MM 930 Rsi,Playground Sand,1,4,distal,24,20170711,15:00,7/11/2017 15:00,20170713,9:50,7/13/2017 9:50,30,250,42.83,/iplant/home/jgustin/20160705_Camera4,NA,no,,no,NA,
100,no,20160707_tray2,,NAM parents,,15A-6211,Tx303,Tx303,NA,42,A07:G12,no,10C ,primed; microcell,20170706,14:20,SunGro MM 930 Rsi,Playground Sand,1,4,distal,24,20170711,15:00,7/11/2017 15:00,20170713,9:50,7/13/2017 9:50,30,250,42.83,/iplant/home/jgustin/20160705_Camera4,NA,no,,no,NA,
101,no,20160707_tray3,,NAM parents,,15A-6213,Tzi8,Tzi8,NA,42,A01:G06,no,10C ,non-primed,20170706,14:20,SunGro MM 930 Rsi,Playground Sand,1,6,proximal,24,20170711,15:00,7/11/2017 15:00,20170713,9:50,7/13/2017 9:50,30,250,42.83,/iplant/home/jgustin/20160705_Camera6,NA,no,,no,NA,
102,no,20160707_tray3,,NAM parents,,15A-6213,Tzi8,Tzi8,NA,42,A07:G12,no,10C ,primed; microcell,20170706,14:20,SunGro MM 930 Rsi,Playground Sand,1,6,proximal,24,20170711,15:00,7/11/2017 15:00,20170713,9:50,7/13/2017 9:50,30,250,42.83,/iplant/home/jgustin/20160705_Camera6,NA,no,,no,NA,
103,no,20160711_tray1,,NAM parents,,15A-6186,P39,P39,NA,42,A01:G06,no,24C,non-primed,20170711,12:50,SunGro MM 930 Rsi,Playground Sand,1,3,proximal,24,20170711,15:00,7/11/2017 15:00,20170713,9:50,7/13/2017 9:50,30,250,42.83,/iplant/home/jgustin/20160705_Camera3,NA,no,,no,NA,
104,no,20160711_tray1,,NAM parents,,15A-6186,P39,P39,NA,42,A07:G12,no,24C,primed; microcell,20170711,12:50,SunGro MM 930 Rsi,Playground Sand,1,3,proximal,24,20170711,15:00,7/11/2017 15:00,20170713,9:50,7/13/2017 9:50,30,250,42.83,/iplant/home/jgustin/20160705_Camera3,NA,no,,no,NA,
105,no,20160711_tray2,,NAM parents,,15A-6211,Tx303,Tx303,NA,42,A01:G06,no,24C,non-primed,20170711,12:50,SunGro MM 930 Rsi,Playground Sand,1,3,distal,24,20170711,15:00,7/11/2017 15:00,20170713,9:50,7/13/2017 9:50,30,250,42.83,/iplant/home/jgustin/20160705_Camera3,NA,no,,no,NA,
106,no,20160711_tray2,,NAM parents,,15A-6211,Tx303,Tx303,NA,42,A07:G12,no,24C,primed; microcell,20170711,12:50,SunGro MM 930 Rsi,Playground Sand,1,3,distal,24,20170711,15:00,7/11/2017 15:00,20170713,9:50,7/13/2017 9:50,30,250,42.83,/iplant/home/jgustin/20160705_Camera3,NA,no,,no,NA,
107,no,20160711_tray3,,NAM parents,,15A-6213,Tzi8,Tzi8,NA,42,A01:G06,no,24C,non-primed,20170711,12:50,SunGro MM 930 Rsi,Playground Sand,1,5,proximal,24,20170711,15:00,7/11/2017 15:00,20170713,9:50,7/13/2017 9:50,30,250,42.83,/iplant/home/jgustin/20160705_Camera5,NA,no,,no,NA,
108,no,20160711_tray3,,NAM parents,,15A-6213,Tzi8,Tzi8,NA,42,A07:G12,no,24C,primed; microcell,20170711,12:50,SunGro MM 930 Rsi,Playground Sand,1,5,proximal,24,20170711,15:00,7/11/2017 15:00,20170713,9:50,7/13/2017 9:50,30,250,42.83,/iplant/home/jgustin/20160705_Camera5,NA,no,,no,NA,
109,yes,20170110_tray1,,red cap test,,15A-6198,CML103,CML103,NA,42,A01:G06,no,10C ,none,20170110,8:10,SunGro MM 930 Rsi,SunGro MM 930 Rsi,1,3,proximal,24,20170115,9:30,1/15/2017 9:30,20170116,12:31,1/16/2017 12:31,30,300,27.02,/iplant/home/jgustin/20170116_Camera3,NA,no,,no,NA,
110,yes,20170110_tray1,,red cap test,,15A-6205,CML228,CML228,NA,42,A07:G12,no,10C ,none,20170110,8:10,SunGro MM 930 Rsi,SunGro MM 930 Rsi,1,3,proximal,24,20170115,9:30,1/15/2017 9:30,20170116,12:31,1/16/2017 12:31,30,300,27.02,/iplant/home/jgustin/20170116_Camera3,NA,no,,no,NA,
111,yes,20170114_tray1,,red cap test,,15A-6198,CML103,CML103,NA,42,A01:G06,no,24C,none,20170115,9:30,SunGro MM 930 Rsi,SunGro MM 930 Rsi,1,3,distal,24,20170115,9:30,1/15/2017 9:30,20170116,12:31,1/16/2017 12:31,30,300,27.02,/iplant/home/jgustin/20170116_Camera3,NA,no,,no,NA,
112,yes,20170114_tray1,,red cap test,,15A-6205,CML228,CML228,NA,42,A07:G12,no,24C,none,20170115,9:30,SunGro MM 930 Rsi,SunGro MM 930 Rsi,1,3,distal,24,20170115,9:30,1/15/2017 9:30,20170116,12:31,1/16/2017 12:31,30,300,27.02,/iplant/home/jgustin/20170116_Camera3,NA,no,,no,NA,
113,yes,20170114_tray2,,red cap test,Weight lifting,15A-W22,W22,W22,NA,58,A01:D08,no,24C,none,20170115,9:30,SunGro MM 930 Rsi,SunGro MM 930 Rsi,1,4,proximal,24,20170115,9:30,1/15/2017 9:30,20170116,12:31,1/16/2017 12:31,30,300,27.02,/iplant/home/jgustin/20170116_Camera4,NA,no,,no,NA,
114,yes,20170114_tray3,,red cap test,Red Sleeves,Supersynthetic,Supersynthetic,Supersynthetic,NA,84,A01:F12,no,24C,none,20170115,9:30,SunGro MM 930 Rsi,SunGro MM 930 Rsi,1,4,distal,24,20170115,9:30,1/15/2017 9:30,20170116,12:31,1/16/2017 12:31,30,300,27.02,/iplant/home/jgustin/20170116_Camera4,NA,no,,no,NA,
115,yes,20170116_tray1,,red cap test,33mm Acrylic chips,Supersynthetic,Supersynthetic,Supersynthetic,NA,84,A01:F12,no,24C,none,20170116,13:00,SunGro MM 930 Rsi,SunGro MM 930 Rsi,1,2,proximal,24,20170116,13:00,1/16/2017 13:00,,,,,,,,NA,no,,no,NA,
116,yes,20170116_tray2,,red cap test,"1/4"" red caps",Supersynthetic,Supersynthetic,Supersynthetic,NA,84,A01:F12,no,24C,none,20170116,13:00,SunGro MM 930 Rsi,SunGro MM 930 Rsi,1,2,distal,24,20170116,13:00,1/16/2017 13:00,,,,,,,,NA,no,,no,NA,
117,yes,20170127_tray1,01_1_NAM_ear_map_emergence,NAM parents ear map,,15A-6196-03,B73,B73,k1:k42,42,A01:G06,yes,24C,none,20170127,15:13,SunGro MM 930 Rsi,SunGro MM 930 Rsi,1,3,Proximal,24,20170127,15:13,1/27/2017 15:13,20170130,16:12,1/30/2017 16:12,30,300,72.98,/iplant/home/jgustin/maizeData/coleoptileEmergence/20170131_Camera3,NA,yes,Z:/settleslab/Jeff/ColdMaize/NAM_EarMaps/Emergence_hand_score_merged,yes,NA,
118,yes,20170127_tray1,02_1_NAM_ear_map_emergence,NAM parents ear map,,15A-6197-02,B73,B73,k1:k42,42,A07:G12,yes,24C,none,20170127,15:13,SunGro MM 930 Rsi,SunGro MM 930 Rsi,1,3,Proximal,24,20170127,15:13,1/27/2017 15:13,20170130,16:12,1/30/2017 16:12,30,300,72.98,/iplant/home/jgustin/maizeData/coleoptileEmergence/20170131_Camera3,NA,yes,Z:/settleslab/Jeff/ColdMaize/NAM_EarMaps/Emergence_hand_score_merged,yes,NA,
119,yes,20170127_tray2,03_1_NAM_ear_map_emergence,NAM parents ear map,,15A-6197-05,B73,B73,k1:k42,42,A01:G06,yes,24C,none,20170127,15:13,SunGro MM 930 Rsi,SunGro MM 930 Rsi,1,3,distal,24,20170127,15:13,1/27/2017 15:13,20170130,16:12,1/30/2017 16:12,30,300,72.98,/iplant/home/jgustin/maizeData/coleoptileEmergence/20170131_Camera3,NA,yes,Z:/settleslab/Jeff/ColdMaize/NAM_EarMaps/Emergence_hand_score_merged,yes,NA,
120,yes,20170127_tray2,04_1_NAM_ear_map_emergence,NAM parents ear map,,15A-6205-05,CML228,CML228,k1:k42,42,A07:G12,yes,24C,none,20170127,15:13,SunGro MM 930 Rsi,SunGro MM 930 Rsi,1,3,distal,24,20170127,15:13,1/27/2017 15:13,20170130,16:12,1/30/2017 16:12,30,300,72.98,/iplant/home/jgustin/maizeData/coleoptileEmergence/20170131_Camera3,NA,yes,Z:/settleslab/Jeff/ColdMaize/NAM_EarMaps/Emergence_hand_score_merged,yes,NA,
121,yes,20170127_tray3,05_1_NAM_ear_map_emergence,NAM parents ear map,,15A-6541-02,CML228,CML228,k1:k42,42,A01:G06,yes,24C,none,20170127,15:13,SunGro MM 930 Rsi,SunGro MM 930 Rsi,1,4,Proximal,24,20170127,15:13,1/27/2017 15:13,20170130,16:12,1/30/2017 16:12,30,300,72.98,/iplant/home/jgustin/maizeData/coleoptileEmergence/20170131_Camera4,NA,yes,Z:/settleslab/Jeff/ColdMaize/NAM_EarMaps/Emergence_hand_score_merged,yes,NA,
122,yes,20170127_tray3,06_1_NAM_ear_map_emergence,NAM parents ear map,,15A-6541-11,CML228,CML228,k1:k42,42,A07:G12,yes,24C,none,20170127,15:13,SunGro MM 930 Rsi,SunGro MM 930 Rsi,1,4,Proximal,24,20170127,15:13,1/27/2017 15:13,20170130,16:12,1/30/2017 16:12,30,300,72.98,/iplant/home/jgustin/maizeData/coleoptileEmergence/20170131_Camera4,NA,yes,Z:/settleslab/Jeff/ColdMaize/NAM_EarMaps/Emergence_hand_score_merged,yes,NA,
123,yes,20170127_tray4,07_1_NAM_ear_map_emergence,NAM parents ear map,,15A-6187-06,Oh43,Oh43,k1:k42,42,A01:G06,yes,24C,none,20170127,15:13,SunGro MM 930 Rsi,SunGro MM 930 Rsi,1,4,distal,24,20170127,15:13,1/27/2017 15:13,20170130,16:12,1/30/2017 16:12,30,300,72.98,/iplant/home/jgustin/maizeData/coleoptileEmergence/20170131_Camera4,NA,yes,Z:/settleslab/Jeff/ColdMaize/NAM_EarMaps/Emergence_hand_score_merged,yes,NA,
124,yes,20170127_tray4,08_1_NAM_ear_map_emergence,NAM parents ear map,,15A-6188-01,Oh43,Oh43,k1:k42,42,A07:G12,yes,24C,none,20170127,15:13,SunGro MM 930 Rsi,SunGro MM 930 Rsi,1,4,distal,24,20170127,15:13,1/27/2017 15:13,20170130,16:12,1/30/2017 16:12,30,300,72.98,/iplant/home/jgustin/maizeData/coleoptileEmergence/20170131_Camera4,NA,yes,Z:/settleslab/Jeff/ColdMaize/NAM_EarMaps/Emergence_hand_score_merged,yes,NA,
125,yes,20170217_tray1,09_1_NAM_ear_map_emergence,NAM parents ear map,,15A-6188-04,Oh43,Oh43,k1:k42,42,A01:G06,yes,24C,none,20170217,15:30,SunGro MM 930 Rsi,SunGro MM 930 Rsi,1,1,proximal,24,20170217,15:30,2/17/2017 15:30,20170219,15:26,2/19/2017 15:26,30,300,47.93,/iplant/home/jgustin/maizeData/coleoptileEmergence/20170220_Camera1,NA,yes,Z:/settleslab/Jeff/ColdMaize/NAM_EarMaps/Emergence_hand_score_merged,yes,NA,
126,yes,20170217_tray1,10_1_NAM_ear_map_emergence,NAM parents ear map,,15A-6186-10,P39,P39,k1:k42,42,A07:G12,yes,24C,none,20170217,15:30,SunGro MM 930 Rsi,SunGro MM 930 Rsi,1,1,proximal,24,20170217,15:30,2/17/2017 15:30,20170219,15:26,2/19/2017 15:26,30,300,47.93,/iplant/home/jgustin/maizeData/coleoptileEmergence/20170220_Camera1,NA,yes,Z:/settleslab/Jeff/ColdMaize/NAM_EarMaps/Emergence_hand_score_merged,yes,NA,
127,yes,20170217_tray2,11_1_NAM_ear_map_emergence,NAM parents ear map,,15A-6186-14,P39,P39,k1:k42,42,A01:G06,yes,24C,none,20170217,15:30,SunGro MM 930 Rsi,SunGro MM 930 Rsi,1,1,distal,24,20170217,15:30,2/17/2017 15:30,20170219,15:26,2/19/2017 15:26,30,300,47.93,/iplant/home/jgustin/maizeData/coleoptileEmergence/20170220_Camera1,NA,yes,Z:/settleslab/Jeff/ColdMaize/NAM_EarMaps/Emergence_hand_score_merged,yes,NA,
128,yes,20170217_tray2,12_1_NAM_ear_map_emergence,NAM parents ear map,,15A-6193-02,MS71,MS71,k1:k42,42,A07:G12,yes,24C,none,20170217,15:30,SunGro MM 930 Rsi,SunGro MM 930 Rsi,1,1,distal,24,20170217,15:30,2/17/2017 15:30,20170219,15:26,2/19/2017 15:26,30,300,47.93,/iplant/home/jgustin/maizeData/coleoptileEmergence/20170220_Camera1,NA,yes,Z:/settleslab/Jeff/ColdMaize/NAM_EarMaps/Emergence_hand_score_merged,yes,NA,
129,yes,20170217_tray3,13_1_NAM_ear_map_emergence,NAM parents ear map,,15A-6193-05,MS71,MS71,k1:k42,42,A01:G06,yes,24C,none,20170217,15:30,SunGro MM 930 Rsi,SunGro MM 930 Rsi,1,2,proximal,24,20170217,15:30,2/17/2017 15:30,20170219,15:26,2/19/2017 15:26,30,300,47.93,/iplant/home/jgustin/maizeData/coleoptileEmergence/20170220_Camera2,NA,yes,Z:/settleslab/Jeff/ColdMaize/NAM_EarMaps/Emergence_hand_score_merged,yes,NA,
130,yes,20170217_tray3,14_1_NAM_ear_map_emergence,NAM parents ear map,,15A-6193-12,MS71,MS71,k1:k42,42,A07:G12,yes,24C,none,20170217,15:30,SunGro MM 930 Rsi,SunGro MM 930 Rsi,1,2,proximal,24,20170217,15:30,2/17/2017 15:30,20170219,15:26,2/19/2017 15:26,30,300,47.93,/iplant/home/jgustin/maizeData/coleoptileEmergence/20170220_Camera2,NA,yes,Z:/settleslab/Jeff/ColdMaize/NAM_EarMaps/Emergence_hand_score_merged,yes,NA,
131,yes,20170217_tray4,15_1_NAM_ear_map_emergence,NAM parents ear map,,15A-6194-08,B97,B97,k1:k42,42,A01:G06,yes,24C,none,20170217,15:30,SunGro MM 930 Rsi,SunGro MM 930 Rsi,1,2,distal,24,20170217,15:30,2/17/2017 15:30,20170219,15:26,2/19/2017 15:26,30,300,47.93,/iplant/home/jgustin/maizeData/coleoptileEmergence/20170220_Camera2,NA,yes,Z:/settleslab/Jeff/ColdMaize/NAM_EarMaps/Emergence_hand_score_merged,yes,NA,
132,yes,20170217_tray4,16_1_NAM_ear_map_emergence,NAM parents ear map,,15A-6194-10,B97,B97,k1:k42,42,A07:G12,yes,24C,none,20170217,15:30,SunGro MM 930 Rsi,SunGro MM 930 Rsi,1,2,distal,24,20170217,15:30,2/17/2017 15:30,20170219,15:26,2/19/2017 15:26,30,300,47.93,/iplant/home/jgustin/maizeData/coleoptileEmergence/20170220_Camera2,NA,yes,Z:/settleslab/Jeff/ColdMaize/NAM_EarMaps/Emergence_hand_score_merged,yes,NA,
133,yes,20170217_tray5,17_1_NAM_ear_map_emergence,NAM parents ear map,,15A-6200-06,CML322,CML322,k1:k42,42,A01:G06,yes,24C,none,20170217,15:30,SunGro MM 930 Rsi,SunGro MM 930 Rsi,1,3,proximal,24,20170217,15:30,2/17/2017 15:30,20170219,15:26,2/19/2017 15:26,30,300,47.93,/iplant/home/jgustin/maizeData/coleoptileEmergence/20170220_Camera3,NA,yes,Z:/settleslab/Jeff/ColdMaize/NAM_EarMaps/Emergence_hand_score_merged,yes,NA,
134,yes,20170217_tray5,18_1_NAM_ear_map_emergence,NAM parents ear map,,15A-6200-12,CML322,CML322,k1:k42,42,A07:G12,yes,24C,none,20170217,15:30,SunGro MM 930 Rsi,SunGro MM 930 Rsi,1,3,proximal,24,20170217,15:30,2/17/2017 15:30,20170219,15:26,2/19/2017 15:26,30,300,47.93,/iplant/home/jgustin/maizeData/coleoptileEmergence/20170220_Camera3,NA,yes,Z:/settleslab/Jeff/ColdMaize/NAM_EarMaps/Emergence_hand_score_merged,yes,NA,
135,yes,20170217_tray6,19_1_NAM_ear_map_emergence,NAM parents ear map,,15A-6200-13,CML322,CML322,k1:k42,42,A01:G06,yes,24C,none,20170217,15:30,SunGro MM 930 Rsi,SunGro MM 930 Rsi,1,3,distal,24,20170217,15:30,2/17/2017 15:30,20170219,15:26,2/19/2017 15:26,30,300,47.93,/iplant/home/jgustin/maizeData/coleoptileEmergence/20170220_Camera3,NA,yes,Z:/settleslab/Jeff/ColdMaize/NAM_EarMaps/Emergence_hand_score_merged,yes,NA,
136,yes,20170217_tray6,20_1_NAM_ear_map_emergence,NAM parents ear map,,15A-6201-07,Ki11,Ki11,k1:k42,42,A07:G12,yes,24C,none,20170217,15:30,SunGro MM 930 Rsi,SunGro MM 930 Rsi,1,3,distal,24,20170217,15:30,2/17/2017 15:30,20170219,15:26,2/19/2017 15:26,30,300,47.93,/iplant/home/jgustin/maizeData/coleoptileEmergence/20170220_Camera3,NA,yes,Z:/settleslab/Jeff/ColdMaize/NAM_EarMaps/Emergence_hand_score_merged,yes,NA,
137,yes,20170217_tray7,21_1_NAM_ear_map_emergence,NAM parents ear map,,15A-6201-08,Ki11,Ki11,k1:k42,42,A01:G06,yes,24C,none,20170217,15:30,SunGro MM 930 Rsi,SunGro MM 930 Rsi,1,4,proximal,24,20170217,15:30,2/17/2017 15:30,20170219,15:26,2/19/2017 15:26,30,300,47.93,/iplant/home/jgustin/maizeData/coleoptileEmergence/20170220_Camera4,NA,yes,Z:/settleslab/Jeff/ColdMaize/NAM_EarMaps/Emergence_hand_score_merged,yes,NA,
138,yes,20170217_tray7,22_1_NAM_ear_map_emergence,NAM parents ear map,,15A-6203-01,M162W,M162W,k1:k42,42,A07:G12,yes,24C,none,20170217,15:30,SunGro MM 930 Rsi,SunGro MM 930 Rsi,1,4,proximal,24,20170217,15:30,2/17/2017 15:30,20170219,15:26,2/19/2017 15:26,30,300,47.93,/iplant/home/jgustin/maizeData/coleoptileEmergence/20170220_Camera4,NA,yes,Z:/settleslab/Jeff/ColdMaize/NAM_EarMaps/Emergence_hand_score_merged,yes,NA,
139,yes,20170217_tray8,23_1_NAM_ear_map_emergence,NAM parents ear map,,15A-6203-04,M162W,M162W,k1:k42,42,A01:G06,yes,24C,none,20170217,15:30,SunGro MM 930 Rsi,SunGro MM 930 Rsi,1,4,distal,24,20170217,15:30,2/17/2017 15:30,20170219,15:26,2/19/2017 15:26,30,300,47.93,/iplant/home/jgustin/maizeData/coleoptileEmergence/20170220_Camera4,NA,yes,Z:/settleslab/Jeff/ColdMaize/NAM_EarMaps/Emergence_hand_score_merged,yes,NA,
140,yes,20170217_tray8,24_1_NAM_ear_map_emergence,NAM parents ear map,,15A-6203-06,M162W,M162W,k1:k42,42,A07:G12,yes,24C,none,20170217,15:30,SunGro MM 930 Rsi,SunGro MM 930 Rsi,1,4,distal,24,20170217,15:30,2/17/2017 15:30,20170219,15:26,2/19/2017 15:26,30,300,47.93,/iplant/home/jgustin/maizeData/coleoptileEmergence/20170220_Camera4,NA,yes,Z:/settleslab/Jeff/ColdMaize/NAM_EarMaps/Emergence_hand_score_merged,yes,NA,
